,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
5530,Uttarakhand,DEHRADUN,2008,0,1,0,0,0,0,0,10,0,0,1,0,11
5531,Uttarakhand,HARIDWAR,2008,0,2,0,0,0,0,2,0,0,0,4,0,4
5532,Uttarakhand,NAINITAL,2008,1,1,0,0,0,0,0,0,0,0,2,0,2
5533,Uttarakhand,PAURI GARHWAL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,Uttarakhand,PITHORAGARH,2008,0,0,0,0,0,0,0,8,0,0,0,0,8
5535,Uttarakhand,RUDRA PRAYAG,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,Uttarakhand,TEHRI GARHWAL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,Uttarakhand,UDHAMSINGH NAGAR,2008,2,1,0,0,0,0,4,0,0,0,7,0,7
5538,Uttarakhand,UTTARKASHI,2008,0,0,0,0,0,0,0,3,0,0,0,0,3
5539,West bengal,24 PARGANAS NORTH,2008,0,0,0,0,0,0,1,2,0,1,1,0,4
5540,West bengal,24 PARGANAS SOUTH,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,West bengal,ASANSOL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,West bengal,BANKURA,2008,0,0,0,0,0,0,0,4,0,4,0,0,8
5543,West bengal,BIRBHUM,2008,0,0,0,0,0,0,0,0,0,2,0,0,2
5544,West bengal,BURDWAN,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,West bengal,COOCHBEHAR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,West bengal,DAKSHIN DINAJPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5547,West bengal,DARJEELING,2008,0,0,0,0,0,0,0,0,0,1,0,0,1
5548,West bengal,HOOGHLY,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5549,West bengal,HOWRAH,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,West bengal,HOWRAH G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5551,West bengal,JALPAIGURI,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,West bengal,KHARAGPUR G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,West bengal,KOLKATA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,West bengal,MALDA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5555,West bengal,MURSHIDABAD,2008,0,0,0,0,0,0,0,1,0,1,0,0,2
5556,West bengal,NADIA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,West bengal,PASCHIM MIDNAPUR,2008,0,0,0,0,0,0,0,0,0,1,0,0,1
5558,West bengal,PURAB MIDNAPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,West bengal,PURULIA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5560,West bengal,SEALDAH G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5561,West bengal,SILIGURI G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,West bengal,UTTAR DINAJPUR,2008,0,0,0,0,0,0,0,1,0,0,0,0,1
5563,A & n islands,ANDAMAN,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5564,A & n islands,NICOBAR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5565,Chandigarh,CHANDIGARH,2008,0,0,0,0,0,0,0,1,0,1,0,0,2
5566,D & n haveli,D and N HAVELI,2008,0,0,1,0,0,0,0,0,0,0,1,0,1
5567,Daman & diu,DAMAN,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,Daman & diu,DIU,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5569,Delhi,CAW,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,Delhi,CENTRAL,2008,0,0,0,0,0,0,0,1,0,0,0,0,1
5571,Delhi,CRIME BRANCH,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5572,Delhi,EAST,2008,0,0,0,0,0,0,0,6,0,0,0,0,6
5573,Delhi,EOW,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5574,Delhi,GRP(RLY),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,Delhi,IGI AIRPORT,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5576,Delhi,NEW DELHI,2008,0,0,0,0,0,0,0,1,0,0,0,0,1
5577,Delhi,NORTH,2008,0,0,0,0,0,0,0,4,0,0,0,0,4
5578,Delhi,NORTH-EAST,2008,0,0,0,0,0,0,0,3,0,0,0,0,3
5579,Delhi,NORTH-WEST,2008,0,0,0,0,0,0,0,5,0,0,0,0,5
5580,Delhi,OUTER,2008,0,0,0,0,0,0,0,3,0,0,0,0,3
5581,Delhi,SOUTH,2008,0,0,0,0,0,0,0,1,0,0,0,0,1
5582,Delhi,SOUTH-EAST,2008,0,0,0,0,0,0,0,5,0,0,0,0,5
5583,Delhi,SOUTH-WEST,2008,0,0,0,0,0,0,0,4,0,0,0,0,4
5584,Delhi,STF,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,Delhi,WEST,2008,0,0,0,0,0,0,0,1,0,0,0,0,1
5586,Lakshadweep,LAKSHADWEEP,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,Puducherry,KARAIKAL,2008,0,0,0,0,0,0,0,1,4,0,0,0,5
5588,Puducherry,PUDUCHERRY,2008,0,0,0,0,0,0,0,1,23,0,0,0,24
5589,Andhra pradesh,ADILABAD,2009,1,5,0,0,0,0,5,15,0,52,11,0,78
5590,Andhra pradesh,ANANTAPUR,2009,0,2,0,0,0,0,38,90,0,67,40,0,197
5591,Andhra pradesh,CHITTOOR,2009,1,3,0,0,0,2,50,34,0,96,54,2,186
5592,Andhra pradesh,CUDDAPAH,2009,1,1,1,0,0,0,38,29,0,85,41,0,155
5593,Andhra pradesh,CYBERABAD,2009,0,0,3,1,1,5,2,168,6,35,5,7,221
5594,Andhra pradesh,EAST GODAVARI,2009,5,10,0,0,0,1,28,46,7,125,43,1,222
5595,Andhra pradesh,GUNTAKAL RLY.,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5596,Andhra pradesh,GUNTUR,2009,1,2,0,0,0,3,38,31,0,90,41,3,165
5597,Andhra pradesh,HYDERABAD CITY,2009,0,0,0,0,0,0,3,93,1,49,3,0,146
5598,Andhra pradesh,KARIMNAGAR,2009,0,9,0,0,0,0,7,65,0,159,16,0,240
5599,Andhra pradesh,KHAMMAM,2009,2,6,0,0,0,0,8,7,0,31,16,0,54
5600,Andhra pradesh,KRISHNA,2009,1,3,1,0,0,0,6,16,21,39,11,0,87
5601,Andhra pradesh,KURNOOL,2009,6,2,0,0,0,1,71,73,0,156,79,1,309
5602,Andhra pradesh,MAHABOOBNAGAR,2009,4,12,0,0,0,0,35,157,0,109,51,0,317
5603,Andhra pradesh,MEDAK,2009,1,1,1,0,0,0,11,55,1,40,14,0,110
5604,Andhra pradesh,NALGONDA,2009,3,10,0,0,0,0,31,215,0,167,44,0,426
5605,Andhra pradesh,NELLORE,2009,2,4,0,0,0,0,25,59,0,95,31,0,185
5606,Andhra pradesh,NIZAMABAD,2009,2,3,0,0,0,0,6,15,0,43,11,0,69
5607,Andhra pradesh,PRAKASHAM,2009,0,3,0,0,0,0,76,21,0,65,79,0,165
5608,Andhra pradesh,RANGA REDDY,2009,0,0,0,0,0,0,0,31,0,0,0,0,31
5609,Andhra pradesh,SECUNDERABAD RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,Andhra pradesh,SRIKAKULAM,2009,1,2,0,0,0,0,18,44,0,24,21,0,89
5611,Andhra pradesh,VIJAYAWADA CITY,2009,0,3,11,0,2,0,132,7,0,72,146,2,227
5612,Andhra pradesh,VIJAYAWADA RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,Andhra pradesh,VISAKHA RURAL,2009,0,0,0,0,1,0,1,51,0,0,1,1,53
5614,Andhra pradesh,VISAKHAPATNAM,2009,0,3,0,0,0,0,16,25,0,13,19,0,57
5615,Andhra pradesh,VIZIANAGARAM,2009,0,3,0,0,0,0,0,40,3,0,3,0,46
5616,Andhra pradesh,WARANGAL,2009,1,3,0,0,0,0,27,80,0,23,31,0,134
5617,Andhra pradesh,WEST GODAVARI,2009,3,9,2,0,0,0,50,269,0,201,64,0,534
5618,Arunachal pradesh,ANJAW,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5619,Arunachal pradesh,CHANGLANG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,Arunachal pradesh,DIBANG VALLEY,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,Arunachal pradesh,K/KUMEY,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,Arunachal pradesh,KAMENG EAST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,Arunachal pradesh,KAMENG WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,Arunachal pradesh,LOHIT,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5625,Arunachal pradesh,PAPUM PARE,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,Arunachal pradesh,SIANG EAST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5627,Arunachal pradesh,SIANG UPPER,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5628,Arunachal pradesh,SIANG WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,Arunachal pradesh,SUBANSIRI LOWER,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,Arunachal pradesh,SUBANSIRI UPPER,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,Arunachal pradesh,TAWANG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5632,Arunachal pradesh,TIRAP,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,Arunachal pradesh,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,Assam,BARPETA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,Assam,BASKA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,Assam,BONGAIGAON,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,Assam,C.I.D.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5638,Assam,CACHAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5639,Assam,CHIRANG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,Assam,DARRANG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,Assam,DHEMAJI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,Assam,DHUBRI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,Assam,DIBRUGARH,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,Assam,G.R.P.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,Assam,GOALPARA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5646,Assam,GOLAGHAT,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,Assam,GUWAHATI CITY,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,Assam,HAILAKANDI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,Assam,JORHAT,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,Assam,KAMRUP,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,Assam,KARBI ANGLONG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,Assam,KARIMGANJ,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5653,Assam,KOKRAJHAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,Assam,LAKHIMPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,Assam,MORIGAON,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5656,Assam,N.C.HILLS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,Assam,NAGAON,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5658,Assam,NALBARI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5659,Assam,R.P.O.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,Assam,SIBSAGAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,Assam,SONITPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,Assam,TINSUKIA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,Assam,UDALGURI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,Bihar,ARARIA,2009,2,0,2,0,0,1,49,61,0,8,53,1,123
5665,Bihar,ARWAL,2009,0,0,0,0,0,0,0,9,0,0,0,0,9
5666,Bihar,AURANGABAD,2009,0,0,0,0,0,0,95,95,0,0,95,0,190
5667,Bihar,BAGAHA,2009,0,1,0,0,0,0,8,31,0,22,9,0,62
5668,Bihar,BANKA,2009,0,1,0,0,0,0,10,37,0,26,11,0,74
5669,Bihar,BEGUSARAI,2009,0,0,0,0,0,0,29,78,0,2,29,0,109
5670,Bihar,BETTIAH,2009,0,0,0,0,0,0,0,28,0,0,0,0,28
5671,Bihar,BHABHUA,2009,0,0,0,0,0,0,0,30,0,0,0,0,30
5672,Bihar,BHAGALPUR,2009,0,0,0,0,0,2,43,55,0,18,43,2,118
5673,Bihar,BHOJPUR,2009,0,0,0,0,0,0,0,89,0,0,0,0,89
5674,Bihar,BUXAR,2009,0,0,0,0,0,0,0,43,0,0,0,0,43
5675,Bihar,DARBHANGA,2009,0,0,0,0,0,0,0,87,0,0,0,0,87
5676,Bihar,GAYA,2009,2,3,1,0,0,1,1,134,0,89,7,1,231
5677,Bihar,GOPALGANJ,2009,2,0,0,0,0,0,0,67,0,0,2,0,69
5678,Bihar,JAMALPUR RLY.,2009,0,0,0,0,0,0,0,0,0,1,0,0,1
5679,Bihar,JAMUI,2009,0,1,0,0,1,0,47,46,0,19,48,1,114
5680,Bihar,JEHANABAD,2009,0,0,0,0,0,0,0,25,0,0,0,0,25
5681,Bihar,KATIHAR,2009,1,3,0,0,0,0,31,38,0,1,35,0,74
5682,Bihar,KATIHAR RLY.,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5683,Bihar,KHAGARIA,2009,0,0,0,0,0,0,0,17,0,0,0,0,17
5684,Bihar,KISHANGANJ,2009,0,0,0,0,0,0,0,11,0,0,0,0,11
5685,Bihar,LAKHISARAI,2009,0,0,0,0,0,0,0,7,0,0,0,0,7
5686,Bihar,MADHEPURA,2009,0,0,2,0,2,0,3,34,0,8,5,2,49
5687,Bihar,MADHUBANI,2009,0,0,0,0,0,0,9,110,0,0,9,0,119
5688,Bihar,MOTIHARI,2009,0,0,0,0,0,0,66,97,0,31,66,0,194
5689,Bihar,MUNGER,2009,0,0,0,0,0,0,0,61,0,0,0,0,61
5690,Bihar,MUZAFFARPUR,2009,0,0,0,0,0,0,0,191,0,0,0,0,191
5691,Bihar,MUZAFFARPUR RLY.,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
5692,Bihar,NALANDA,2009,4,2,3,0,1,0,26,86,0,41,35,1,163
5693,Bihar,NAUGACHIA,2009,0,0,0,0,0,0,0,18,0,18,0,0,36
5694,Bihar,NAWADAH,2009,0,0,0,0,0,0,0,26,0,0,0,0,26
5695,Bihar,PATNA,2009,0,1,0,0,0,1,26,113,0,85,27,1,226
5696,Bihar,PATNA RLY.,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5697,Bihar,PURNEA,2009,0,0,0,0,0,0,20,50,0,24,20,0,94
5698,Bihar,ROHTAS,2009,0,0,0,0,0,28,50,98,0,19,50,28,195
5699,Bihar,SAHARSA,2009,0,0,0,0,0,0,12,58,0,0,12,0,70
5700,Bihar,SAMASTIPUR,2009,0,1,1,0,0,3,5,63,0,56,7,3,129
5701,Bihar,SARAN,2009,8,2,0,0,2,0,3,224,0,5,13,2,244
5702,Bihar,SHEIKHPURA,2009,2,3,0,0,0,0,6,43,0,32,11,0,86
5703,Bihar,SHEOHAR,2009,0,0,0,0,0,0,0,15,0,0,0,0,15
5704,Bihar,SITAMARHI,2009,0,0,0,0,0,0,0,46,0,0,0,0,46
5705,Bihar,SIWAN,2009,0,0,0,0,0,0,0,17,0,0,0,0,17
5706,Bihar,SUPAUL,2009,0,0,0,0,0,0,0,24,0,0,0,0,24
5707,Bihar,VAISHALI,2009,1,1,4,0,2,4,0,168,0,156,6,6,336
5708,Chhattisgarh,BALRAMPUR,2009,1,0,0,0,0,0,0,0,0,0,1,0,1
5709,Chhattisgarh,BILASPUR,2009,1,7,0,0,0,0,1,0,0,31,9,0,40
5710,Chhattisgarh,BIZAPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5711,Chhattisgarh,DANTEWADA,2009,0,0,0,0,0,0,0,0,0,1,0,0,1
5712,Chhattisgarh,DHAMTARI,2009,0,2,0,0,0,0,0,0,0,4,2,0,6
5713,Chhattisgarh,DURG,2009,0,9,0,0,0,0,0,0,0,12,9,0,21
5714,Chhattisgarh,GRP RAIPUR,2009,1,0,0,0,0,0,0,0,0,0,1,0,1
5715,Chhattisgarh,JAGDALPUR,2009,0,1,0,0,0,0,0,0,0,4,1,0,5
5716,Chhattisgarh,JANJGIR,2009,0,3,0,0,0,0,1,0,0,28,4,0,32
5717,Chhattisgarh,JASHPUR,2009,0,2,0,0,0,0,0,0,0,3,2,0,5
5718,Chhattisgarh,KABIRDHAM,2009,1,0,0,0,0,0,1,0,0,16,2,0,18
5719,Chhattisgarh,KANKER,2009,0,1,0,0,0,0,0,0,0,1,1,0,2
5720,Chhattisgarh,KORBA,2009,1,3,0,0,0,0,0,0,0,15,4,0,19
5721,Chhattisgarh,KORIYA,2009,2,2,0,0,0,0,0,0,0,4,4,0,8
5722,Chhattisgarh,MAHASAMUND,2009,0,3,0,0,0,0,0,0,0,3,3,0,6
5723,Chhattisgarh,NARAYANPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5724,Chhattisgarh,RAIGARH,2009,1,0,0,0,0,0,2,1,0,20,3,0,24
5725,Chhattisgarh,RAIPUR,2009,1,13,0,0,0,0,2,0,0,35,16,0,51
5726,Chhattisgarh,RAJNANDGAON,2009,2,2,0,0,0,0,0,0,0,20,4,0,24
5727,Chhattisgarh,SARGUJA,2009,0,1,0,0,0,0,0,0,0,4,1,0,5
5728,Chhattisgarh,SURAJPUR,2009,0,6,0,0,0,0,6,0,0,3,12,0,15
5729,Goa,NORTH GOA,2009,0,0,0,0,0,0,1,0,0,1,1,0,2
5730,Goa,SOUTH GOA,2009,0,0,0,0,0,0,0,0,0,1,0,0,1
5731,Gujarat,AHMEDABAD COMMR.,2009,3,5,4,0,2,0,4,69,0,51,16,2,138
5732,Gujarat,AHMEDABAD RURAL,2009,0,2,0,1,0,1,8,39,1,12,10,2,64
5733,Gujarat,AHWA-DANG,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5734,Gujarat,AMRELI,2009,1,0,0,1,0,1,5,20,0,9,6,2,37
5735,Gujarat,ANAND,2009,0,0,1,0,0,0,1,16,0,4,2,0,22
5736,Gujarat,BHARUCH,2009,0,0,1,0,0,0,3,11,0,4,4,0,19
5737,Gujarat,BHAVNAGAR,2009,1,0,0,0,0,0,9,7,0,29,10,0,46
5738,Gujarat,DAHOD,2009,0,0,0,0,0,0,2,0,0,4,2,0,6
5739,Gujarat,GANDHINAGAR,2009,0,3,1,0,0,0,16,0,0,12,20,0,32
5740,Gujarat,HIMATNAGAR,2009,0,0,1,1,0,0,1,0,0,17,2,1,20
5741,Gujarat,JAMNAGAR,2009,2,1,1,0,0,0,9,9,0,15,13,0,37
5742,Gujarat,JUNAGADH,2009,1,0,3,0,3,0,17,18,0,72,21,3,114
5743,Gujarat,KHEDA NORTH,2009,0,0,2,1,0,0,2,28,0,7,4,1,40
5744,Gujarat,KUTCH,2009,1,1,4,0,0,0,12,0,0,44,18,0,62
5745,Gujarat,MEHSANA,2009,1,4,1,0,1,0,14,0,0,46,20,1,67
5746,Gujarat,NARMADA,2009,0,0,0,0,0,0,0,4,0,0,0,0,4
5747,Gujarat,NAVSARI,2009,0,0,0,0,1,0,0,0,0,4,0,1,5
5748,Gujarat,PALANPUR,2009,2,1,4,1,3,0,18,139,0,0,25,4,168
5749,Gujarat,PANCHMAHAL,2009,2,1,0,1,0,1,2,12,0,6,5,2,25
5750,Gujarat,PATAN,2009,2,1,3,1,0,0,10,0,0,32,16,1,49
5751,Gujarat,PORBANDAR,2009,1,0,2,0,0,0,1,0,0,2,4,0,6
5752,Gujarat,RAJKOT COMMR.,2009,0,2,1,0,0,0,9,3,0,14,12,0,29
5753,Gujarat,RAJKOT RURAL,2009,1,3,1,1,0,0,28,0,1,11,33,1,46
5754,Gujarat,SURAT COMMR.,2009,1,0,0,0,0,0,7,9,0,2,8,0,19
5755,Gujarat,SURAT RURAL,2009,0,0,1,0,0,0,0,0,0,4,1,0,5
5756,Gujarat,SURENDRANAGAR,2009,1,2,2,0,1,0,57,3,0,11,62,1,77
5757,Gujarat,TAPI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,Gujarat,VADODARA COMMR.,2009,0,2,1,0,0,0,5,6,0,5,8,0,19
5759,Gujarat,VADODARA RURAL,2009,0,0,0,0,0,0,1,6,0,17,1,0,24
5760,Gujarat,VALSAD,2009,0,0,0,0,0,0,0,0,0,1,0,0,1
5761,Gujarat,W.RLY,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,Haryana,AMBALA,2009,0,2,0,0,0,0,4,5,0,3,6,0,14
5763,Haryana,BHIWANI,2009,0,9,2,0,0,0,2,0,0,10,13,0,23
5764,Haryana,FARIDABAD,2009,0,0,2,0,0,0,1,10,0,7,3,0,20
5765,Haryana,FATEHABAD,2009,0,0,2,0,0,0,0,4,0,2,2,0,8
5766,Haryana,GRP,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5767,Haryana,GURGAON,2009,0,2,3,0,0,0,1,11,0,5,6,0,22
5768,Haryana,HISSAR,2009,0,2,1,0,0,0,2,2,0,2,5,0,9
5769,Haryana,JHAJJAR,2009,1,2,0,0,0,0,1,0,0,7,4,0,11
5770,Haryana,JIND,2009,0,2,1,0,0,0,1,13,0,4,4,0,21
5771,Haryana,KAITHAL,2009,1,0,1,0,0,0,0,1,0,5,2,0,8
5772,Haryana,KARNAL,2009,0,3,2,0,0,0,3,3,0,8,8,0,19
5773,Haryana,KURUKSHETRA,2009,0,2,2,0,0,0,1,2,0,5,5,0,12
5774,Haryana,MAHENDRAGARH,2009,0,1,3,0,0,0,2,5,0,5,6,0,16
5775,Haryana,MEWAT,2009,0,0,0,0,0,0,0,1,0,1,0,0,2
5776,Haryana,PALWAL,2009,0,0,0,0,0,0,0,16,0,0,0,0,16
5777,Haryana,PANCHKULA,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5778,Haryana,PANIPAT,2009,2,0,1,0,0,0,5,1,0,6,8,0,15
5779,Haryana,REWARI,2009,0,2,4,0,0,1,5,5,0,2,11,1,19
5780,Haryana,ROHTAK,2009,1,2,4,0,0,0,2,1,0,6,9,0,16
5781,Haryana,SIRSA,2009,1,2,3,0,0,0,13,1,0,5,19,0,25
5782,Haryana,SONIPAT,2009,1,1,0,0,0,0,4,4,0,5,6,0,15
5783,Haryana,YAMUNANAGAR,2009,0,0,1,0,0,0,1,5,0,4,2,0,11
5784,Himachal pradesh,BADDIPOLICEDIST,2009,0,0,0,0,0,0,0,0,0,2,0,0,2
5785,Himachal pradesh,BILASPUR,2009,0,2,0,0,0,0,0,5,0,0,2,0,7
5786,Himachal pradesh,CHAMBA,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
5787,Himachal pradesh,CID,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5788,Himachal pradesh,G.R.P.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5789,Himachal pradesh,HAMIRPUR,2009,0,1,0,0,0,0,0,8,0,0,1,0,9
5790,Himachal pradesh,KANGRA,2009,0,0,0,0,0,0,0,12,0,0,0,0,12
5791,Himachal pradesh,KINNAUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,Himachal pradesh,KULLU,2009,1,0,0,0,0,0,0,9,0,0,1,0,10
5793,Himachal pradesh,LAHAUL-SPITI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5794,Himachal pradesh,MANDI,2009,0,1,0,0,0,0,1,1,0,0,2,0,3
5795,Himachal pradesh,SHIMLA,2009,0,2,0,0,0,0,0,14,1,8,2,0,25
5796,Himachal pradesh,SIRMAUR,2009,0,1,0,0,0,0,0,7,0,8,1,0,16
5797,Himachal pradesh,SOLAN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,Himachal pradesh,UNA,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
5799,Jammu & kashmir,ANANTNAG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5800,Jammu & kashmir,AWANTIPORA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5801,Jammu & kashmir,BANDIPORA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5802,Jammu & kashmir,BARAMULLA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5803,Jammu & kashmir,BUDGAM,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5804,Jammu & kashmir,CRIME JAMMU,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,Jammu & kashmir,CRIME SRINAGAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5806,Jammu & kashmir,DODA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5807,Jammu & kashmir,GANDERBAL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5808,Jammu & kashmir,HANDWARA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5809,Jammu & kashmir,JAMMU,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5810,Jammu & kashmir,KARGIL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,Jammu & kashmir,KATHUA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,Jammu & kashmir,KISHTWAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5813,Jammu & kashmir,KULGAM,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,Jammu & kashmir,KUPWARA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5815,Jammu & kashmir,LEH,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,Jammu & kashmir,POONCH,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5817,Jammu & kashmir,PULWAMA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,Jammu & kashmir,RAILWAYS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,Jammu & kashmir,RAILWAYS KMR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,Jammu & kashmir,RAJOURI,2009,0,0,0,0,0,0,0,0,1,0,0,0,1
5821,Jammu & kashmir,RAMBAN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,Jammu & kashmir,REASI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,Jammu & kashmir,SAMBA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5824,Jammu & kashmir,SHOPIAN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
