,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
5825,Jammu & kashmir,SRINAGAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5826,Jammu & kashmir,UDHAMPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5827,Jharkhand,BOKARO,2009,0,0,0,0,0,0,0,0,0,58,0,0,58
5828,Jharkhand,CHAIBASA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5829,Jharkhand,CHATRA,2009,0,0,0,0,0,0,0,7,0,0,0,0,7
5830,Jharkhand,DEOGHAR,2009,0,1,0,0,0,0,7,11,0,3,8,0,22
5831,Jharkhand,DHANBAD,2009,0,0,0,0,0,0,2,17,0,15,2,0,34
5832,Jharkhand,DHANBAD RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,Jharkhand,DUMKA,2009,0,0,0,0,0,0,6,6,0,0,6,0,12
5834,Jharkhand,GARHWA,2009,0,0,0,0,0,0,0,41,0,45,0,0,86
5835,Jharkhand,GIRIDIH,2009,0,0,0,0,0,0,0,8,0,0,0,0,8
5836,Jharkhand,GODDA,2009,0,0,0,0,0,0,0,12,0,0,0,0,12
5837,Jharkhand,GUMLA,2009,0,0,0,0,0,0,1,1,0,0,1,0,2
5838,Jharkhand,HAZARIBAGH,2009,0,2,1,0,0,0,5,64,0,56,8,0,128
5839,Jharkhand,JAMSHEDPUR,2009,3,3,1,2,1,0,48,8,0,52,55,3,118
5840,Jharkhand,JAMSHEDPUR RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5841,Jharkhand,JAMTARA,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
5842,Jharkhand,KHUNTI,2009,0,0,0,0,0,0,1,1,0,0,1,0,2
5843,Jharkhand,KODERMA,2009,1,0,0,0,0,0,7,19,0,11,8,0,38
5844,Jharkhand,LATEHAR,2009,0,0,0,0,0,0,4,4,0,0,4,0,8
5845,Jharkhand,LOHARDAGGA,2009,0,0,0,0,0,0,0,4,0,1,0,0,5
5846,Jharkhand,PAKUR,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
5847,Jharkhand,PALAMU,2009,0,0,0,0,0,0,0,36,0,0,0,0,36
5848,Jharkhand,RAMGARH,2009,0,0,0,0,0,0,3,7,0,1,3,0,11
5849,Jharkhand,RANCHI,2009,0,0,0,0,0,0,0,11,0,0,0,0,11
5850,Jharkhand,SAHEBGANJ,2009,1,1,2,1,0,0,2,5,0,10,6,1,22
5851,Jharkhand,SARAIKELA,2009,0,1,0,0,0,0,0,3,0,2,1,0,6
5852,Jharkhand,SIMDEGA,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
5853,Karnataka,BAGALKOT,2009,2,3,1,0,2,0,12,38,0,25,18,2,83
5854,Karnataka,BANGALORE COMMR.,2009,0,0,0,0,0,0,6,82,0,4,6,0,92
5855,Karnataka,BANGALORE RURAL,2009,0,0,0,0,0,0,51,49,0,0,51,0,100
5856,Karnataka,BELGAUM,2009,3,2,0,0,0,0,0,62,0,0,5,0,67
5857,Karnataka,BELLARY,2009,0,0,0,0,0,0,0,31,1,31,0,0,63
5858,Karnataka,BIDAR,2009,0,2,2,0,0,0,7,22,0,17,11,0,50
5859,Karnataka,BIJAPUR,2009,4,8,0,0,0,0,34,71,0,21,46,0,138
5860,Karnataka,CBPURA,2009,0,0,0,0,0,0,0,37,0,37,0,0,74
5861,Karnataka,CHAMARAJNAGAR,2009,0,0,0,0,0,0,0,15,0,15,0,0,30
5862,Karnataka,CHICKMAGALUR,2009,1,3,0,0,0,0,0,43,0,44,4,0,91
5863,Karnataka,CHITRADURGA,2009,2,1,1,0,0,0,7,37,4,23,11,0,75
5864,Karnataka,DAKSHIN KANNADA,2009,5,1,0,0,0,0,0,33,0,33,6,0,72
5865,Karnataka,DAVANAGERE,2009,0,0,0,0,0,0,0,28,0,28,0,0,56
5866,Karnataka,DHARWAD COMMR.,2009,0,0,0,0,0,0,0,11,0,11,0,0,22
5867,Karnataka,DHARWAD RURAL,2009,0,0,0,0,0,0,0,19,0,19,0,0,38
5868,Karnataka,GADAG,2009,0,0,0,0,0,0,0,10,0,10,0,0,20
5869,Karnataka,GULBARGA,2009,8,2,1,0,0,0,62,129,0,66,73,0,268
5870,Karnataka,HASSAN,2009,2,4,0,0,0,0,2,43,0,35,8,0,86
5871,Karnataka,HAVERI,2009,0,0,0,0,0,0,0,25,0,2,0,0,27
5872,Karnataka,K.G.F.,2009,0,0,0,0,0,0,0,7,0,7,0,0,14
5873,Karnataka,KODAGU,2009,0,0,0,0,0,0,7,1,0,10,7,0,18
5874,Karnataka,KOLAR,2009,0,4,0,0,0,0,0,42,0,42,4,0,88
5875,Karnataka,KOPPAL,2009,0,0,0,0,0,0,0,18,0,0,0,0,18
5876,Karnataka,MANDYA,2009,0,1,0,0,0,0,0,38,0,38,1,0,77
5877,Karnataka,MYSORE COMMR.,2009,0,0,0,0,0,0,0,8,0,8,0,0,16
5878,Karnataka,MYSORE RURAL,2009,2,0,0,0,0,0,0,69,0,0,2,0,71
5879,Karnataka,RAICHUR,2009,0,0,0,0,0,0,0,42,5,64,0,0,111
5880,Karnataka,RAILWAYS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,Karnataka,RAMANAGAR,2009,7,4,0,0,1,0,20,44,0,12,31,1,88
5882,Karnataka,SHIMOGA,2009,0,2,0,0,0,0,8,7,0,61,10,0,78
5883,Karnataka,TUMKUR,2009,2,1,1,0,0,0,46,8,0,28,50,0,86
5884,Karnataka,UDUPI,2009,0,0,0,0,0,0,0,20,0,20,0,0,40
5885,Karnataka,UTTAR KANNADA,2009,0,1,0,0,0,0,0,8,0,8,1,0,17
5886,Kerala,ALAPUZHA,2009,1,4,0,0,0,0,8,6,0,19,13,0,38
5887,Kerala,ERNAKULAM COMMR.,2009,0,1,0,0,0,0,0,4,0,4,1,0,9
5888,Kerala,ERNAKULAM RURAL,2009,2,6,0,0,0,1,6,3,0,25,14,1,43
5889,Kerala,IDUKKI,2009,0,2,0,0,0,0,15,1,0,7,17,0,25
5890,Kerala,KANNUR,2009,0,1,0,0,0,0,12,3,0,6,13,0,22
5891,Kerala,KASARGOD,2009,0,1,0,0,0,0,4,1,0,9,5,0,15
5892,Kerala,KOLLAM,2009,0,7,0,0,0,0,20,4,0,19,27,0,50
5893,Kerala,KOTTAYAM,2009,0,3,1,0,0,0,9,5,0,9,13,0,27
5894,Kerala,KOZHIKODE COMMR.,2009,0,1,0,0,0,0,4,0,0,8,5,0,13
5895,Kerala,KOZHIKODE RURAL,2009,0,1,0,0,0,0,8,0,0,15,9,0,24
5896,Kerala,MALAPPURAM,2009,0,1,0,0,0,0,13,2,0,21,14,0,37
5897,Kerala,PALAKKAD,2009,0,12,0,0,1,0,17,1,0,18,29,1,49
5898,Kerala,PATHANAMTHITTA,2009,0,4,0,0,0,0,2,4,0,14,6,0,24
5899,Kerala,RAILWAYS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,Kerala,THRISSUR,2009,0,6,0,1,0,0,3,3,0,15,9,1,28
5901,Kerala,TRIVANDRUM COMMR.,2009,0,3,0,0,0,0,7,0,0,5,10,0,15
5902,Kerala,TRIVANDRUM RURAL,2009,0,7,1,0,2,0,17,5,0,9,25,2,41
5903,Kerala,WAYANADU,2009,0,2,0,0,0,0,3,0,0,2,5,0,7
5904,Madhya pradesh,ALIRAJPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5905,Madhya pradesh,ANUPPUR,2009,0,0,0,0,0,0,1,0,0,6,1,0,7
5906,Madhya pradesh,ASHOK NAGAR,2009,2,8,1,0,0,3,6,0,0,22,17,3,42
5907,Madhya pradesh,BALAGHAT,2009,1,5,0,0,0,0,6,0,0,11,12,0,23
5908,Madhya pradesh,BARWANI,2009,0,1,1,0,0,1,0,0,0,0,2,1,3
5909,Madhya pradesh,BETUL,2009,1,8,2,0,0,0,14,0,0,16,25,0,41
5910,Madhya pradesh,BHIND,2009,10,5,0,0,0,0,20,0,0,72,35,0,107
5911,Madhya pradesh,BHOPAL,2009,1,12,1,0,0,0,11,0,0,30,25,0,55
5912,Madhya pradesh,BHOPAL RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5913,Madhya pradesh,BURHANPUR,2009,1,1,0,0,0,0,0,0,0,11,2,0,13
5914,Madhya pradesh,CHHATARPUR,2009,6,19,3,0,0,1,99,0,0,47,127,1,175
5915,Madhya pradesh,CHHINDWARA,2009,0,5,0,0,0,0,11,0,0,47,16,0,63
5916,Madhya pradesh,DAMOH,2009,5,3,0,0,0,0,25,0,0,19,33,0,52
5917,Madhya pradesh,DATIYA,2009,2,4,2,0,0,1,10,0,0,137,18,1,156
5918,Madhya pradesh,DEWAS,2009,3,10,2,0,0,1,5,0,0,58,20,1,79
5919,Madhya pradesh,DHAR,2009,1,2,1,0,0,0,20,0,0,9,24,0,33
5920,Madhya pradesh,DINDORI,2009,0,0,0,0,0,0,0,0,0,2,0,0,2
5921,Madhya pradesh,GUNA,2009,3,3,0,0,0,1,9,0,0,24,15,1,40
5922,Madhya pradesh,GWALIOR,2009,4,11,4,0,0,2,16,0,0,134,35,2,171
5923,Madhya pradesh,HARDA,2009,1,1,1,0,0,0,20,0,0,9,23,0,32
5924,Madhya pradesh,HOSHANGABAD,2009,2,5,0,0,0,0,54,0,0,31,61,0,92
5925,Madhya pradesh,INDORE,2009,3,10,1,0,0,0,10,0,0,63,24,0,87
5926,Madhya pradesh,INDORE RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,Madhya pradesh,JABALPUR,2009,7,11,1,0,0,0,11,0,0,22,30,0,52
5928,Madhya pradesh,JABALPUR RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5929,Madhya pradesh,JHABUA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,Madhya pradesh,KATNI,2009,1,4,1,0,0,0,4,0,0,10,10,0,20
5931,Madhya pradesh,KHANDWA,2009,2,4,1,0,0,1,1,0,0,21,8,1,30
5932,Madhya pradesh,KHARGON,2009,3,1,0,0,0,1,4,0,0,13,8,1,22
5933,Madhya pradesh,MANDLA,2009,0,0,0,0,0,0,4,0,0,2,4,0,6
5934,Madhya pradesh,MANDSAUR,2009,2,9,4,0,0,1,8,0,0,71,23,1,95
5935,Madhya pradesh,MORENA,2009,4,7,2,0,1,0,11,0,0,174,24,1,199
5936,Madhya pradesh,NARSINGHPUR,2009,1,4,1,0,0,1,31,0,0,15,37,1,53
5937,Madhya pradesh,NEEMUCH,2009,0,3,2,0,0,0,2,0,0,15,7,0,22
5938,Madhya pradesh,PANNA,2009,2,4,0,0,0,0,1,0,0,19,7,0,26
5939,Madhya pradesh,RAISEN,2009,3,12,0,0,0,5,29,0,0,37,44,5,86
5940,Madhya pradesh,RAJGARH,2009,1,15,3,0,0,1,64,0,0,48,83,1,132
5941,Madhya pradesh,RATLAM,2009,1,8,1,0,0,0,5,0,0,25,15,0,40
5942,Madhya pradesh,REWA,2009,2,9,2,0,0,1,1,0,0,33,14,1,48
5943,Madhya pradesh,SAGAR,2009,1,16,2,0,0,2,104,0,0,50,123,2,175
5944,Madhya pradesh,SATNA,2009,2,17,0,0,0,2,21,0,0,57,40,2,99
5945,Madhya pradesh,SEONI,2009,1,3,2,0,0,0,10,0,0,30,16,0,46
5946,Madhya pradesh,SHAHDOL,2009,0,1,0,0,0,0,1,0,0,12,2,0,14
5947,Madhya pradesh,SHAJAPUR,2009,1,20,2,0,0,0,6,0,0,52,29,0,81
5948,Madhya pradesh,SHEOPUR,2009,2,3,0,0,0,0,14,0,0,0,19,0,19
5949,Madhya pradesh,SHIVPURI,2009,6,6,1,0,0,1,13,0,0,37,26,1,64
5950,Madhya pradesh,SIDHI,2009,0,4,0,0,0,1,0,0,0,9,4,1,14
5951,Madhya pradesh,SIHORE,2009,3,11,0,0,0,0,7,0,0,44,21,0,65
5952,Madhya pradesh,SINGRAULI,2009,1,4,1,0,0,0,2,0,0,5,8,0,13
5953,Madhya pradesh,TIKAMGARH,2009,3,8,1,0,0,1,5,0,0,33,17,1,51
5954,Madhya pradesh,UJJAIN,2009,1,8,5,0,0,0,3,0,0,119,17,0,136
5955,Madhya pradesh,UMARIYA,2009,0,0,0,0,0,1,3,0,0,3,3,1,7
5956,Madhya pradesh,VIDISHA,2009,5,16,1,0,0,2,12,0,0,116,34,2,152
5957,Maharashtra,AHMEDNAGAR,2009,3,0,0,1,0,2,6,12,1,21,9,3,46
5958,Maharashtra,AKOLA,2009,0,3,0,0,1,1,1,7,0,14,4,2,27
5959,Maharashtra,AMRAVATI COMMR.,2009,0,5,0,0,0,0,0,5,0,3,5,0,13
5960,Maharashtra,AMRAVATI RURAL,2009,3,3,0,0,0,0,1,8,0,8,7,0,23
5961,Maharashtra,AURANGABAD COMMR.,2009,1,0,0,0,0,0,0,5,1,4,1,0,11
5962,Maharashtra,AURANGABAD RURAL,2009,1,1,1,1,0,0,0,11,0,14,3,1,29
5963,Maharashtra,BEED,2009,2,4,1,1,1,2,4,10,1,27,11,4,53
5964,Maharashtra,BHANDARA,2009,1,2,0,0,0,0,0,1,0,8,3,0,12
5965,Maharashtra,BULDHANA,2009,0,3,1,2,2,0,3,9,0,17,7,4,37
5966,Maharashtra,CHANDRAPUR,2009,1,3,0,0,0,0,0,8,1,15,4,0,28
5967,Maharashtra,DHULE,2009,0,0,1,0,0,0,4,8,0,11,5,0,24
5968,Maharashtra,GADCHIROLI,2009,0,0,0,1,0,0,0,1,0,4,0,1,6
5969,Maharashtra,GONDIA,2009,0,4,0,0,0,0,1,2,0,11,5,0,18
5970,Maharashtra,HINGOLI,2009,1,1,2,1,0,0,2,6,0,17,6,1,30
5971,Maharashtra,JALGAON,2009,0,0,0,1,0,0,2,10,0,19,2,1,32
5972,Maharashtra,JALNA,2009,0,2,0,2,0,0,3,7,0,12,5,2,26
5973,Maharashtra,KOLHAPUR,2009,0,0,0,0,0,0,0,10,0,28,0,0,38
5974,Maharashtra,LATUR,2009,1,7,0,0,0,1,1,11,17,36,9,1,74
5975,Maharashtra,MUMBAI COMMR.,2009,0,0,0,0,0,0,2,8,1,11,2,0,22
5976,Maharashtra,MUMBAI RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,Maharashtra,NAGPUR COMMR.,2009,0,3,0,0,0,0,0,2,0,3,3,0,8
5978,Maharashtra,NAGPUR RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5979,Maharashtra,NAGPUR RURAL,2009,1,5,0,0,1,0,0,5,0,4,6,1,16
5980,Maharashtra,NANDED,2009,4,5,1,1,1,0,4,11,0,45,14,2,72
5981,Maharashtra,NANDURBAR,2009,1,0,0,0,0,0,0,4,0,8,1,0,13
5982,Maharashtra,NASIK COMMR.,2009,0,1,0,0,0,0,0,2,0,3,1,0,6
5983,Maharashtra,NASIK RURAL,2009,0,1,0,0,0,0,3,5,0,15,4,0,24
5984,Maharashtra,NAVI MUMBAI,2009,0,1,0,0,0,0,1,4,0,5,2,0,11
5985,Maharashtra,OSMANABAD,2009,0,3,0,1,1,0,1,13,0,23,4,2,42
5986,Maharashtra,PARBHANI,2009,3,4,0,1,0,1,8,5,0,13,15,2,35
5987,Maharashtra,PUNE COMMR.,2009,1,2,0,0,0,0,1,7,0,10,4,0,21
5988,Maharashtra,PUNE RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,Maharashtra,PUNE RURAL,2009,0,10,2,1,0,0,0,17,0,30,12,1,60
5990,Maharashtra,RAIGAD,2009,0,1,0,0,0,0,0,6,0,5,1,0,12
5991,Maharashtra,RATNAGIRI,2009,0,0,0,0,0,0,0,11,0,4,0,0,15
5992,Maharashtra,SANGLI,2009,0,0,0,0,0,0,1,7,0,9,1,0,17
5993,Maharashtra,SATARA,2009,1,4,0,2,0,0,0,16,1,9,5,2,33
5994,Maharashtra,SINDHUDURG,2009,0,0,0,0,0,0,0,11,0,2,0,0,13
5995,Maharashtra,SOLAPUR COMMR.,2009,1,1,0,0,0,0,0,0,0,0,2,0,2
5996,Maharashtra,SOLAPUR RURAL,2009,0,2,0,2,0,1,2,9,0,30,4,3,46
5997,Maharashtra,THANE COMMR.,2009,0,1,0,0,1,0,0,5,0,15,1,1,22
5998,Maharashtra,THANE RURAL,2009,0,1,0,0,0,0,1,9,0,7,2,0,18
5999,Maharashtra,WARDHA,2009,0,5,1,0,0,0,0,3,1,5,6,0,15
6000,Maharashtra,WASHIM,2009,0,11,0,2,0,0,3,0,0,16,14,2,32
6001,Maharashtra,YAVATMAL,2009,1,6,0,0,0,0,1,0,0,6,8,0,14
6002,Manipur,BISHNUPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,Manipur,CHANDEL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,Manipur,CHURACHANDPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,Manipur,CID,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,Manipur,IMPHAL EAST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,Manipur,IMPHAL WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6008,Manipur,SENAPATI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,Manipur,TAMENGLONG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,Manipur,THOUBAL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,Manipur,UKHRUL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,Meghalaya,GARO HILLS EAST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,Meghalaya,GARO HILLS SOUTH,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Meghalaya,GARO HILLS WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,Meghalaya,JAINTIA HILLS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,Meghalaya,KHASI HILLS EAST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,Meghalaya,KHASI HILLS WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,Meghalaya,RI-BHOI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,Mizoram,AIZAWL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,Mizoram,CHAMPHAI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,Mizoram,KOLASIB,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,Mizoram,LAWNGTLAI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,Mizoram,LUNGLEI,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,Mizoram,MAMIT,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,Mizoram,SAIHA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,Mizoram,SERCHHIP,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,Nagaland,DIMAPUR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,Nagaland,KIPHIRE,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,Nagaland,KOHIMA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,Nagaland,LONGLENG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,Nagaland,MOKOKCHUNG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,Nagaland,MON,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,Nagaland,PEREN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,Nagaland,PHEK,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,Nagaland,TUENSANG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6036,Nagaland,WOKHA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,Nagaland,ZUNHEBOTO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,Odisha,ANGUL,2009,4,3,1,0,0,1,0,4,0,39,8,1,52
6039,Odisha,BALASORE,2009,0,4,2,0,2,3,69,0,0,21,75,5,101
6040,Odisha,BARAGARH,2009,1,4,2,0,0,1,42,0,0,0,49,1,50
6041,Odisha,BERHAMPUR,2009,0,2,1,0,0,0,0,17,0,14,3,0,34
6042,Odisha,BHADRAK,2009,0,0,0,0,0,0,20,58,0,30,20,0,108
6043,Odisha,BOLANGIR,2009,3,6,1,0,2,0,3,0,0,20,13,2,35
6044,Odisha,BOUDH,2009,0,0,0,0,0,0,5,5,0,12,5,0,22
6045,Odisha,CUTTACK,2009,0,0,0,0,0,0,0,72,0,0,0,0,72
6046,Odisha,DCP BBSR,2009,0,0,0,0,0,0,24,44,0,12,24,0,80
6047,Odisha,DCP CTC,2009,0,4,7,4,0,1,0,5,0,0,11,5,21
6048,Odisha,DEOGARH,2009,0,2,0,0,0,0,2,0,0,7,4,0,11
6049,Odisha,DHENKANAL,2009,0,0,0,0,1,0,11,71,0,59,11,1,142
6050,Odisha,GAJAPATI,2009,0,0,0,0,0,0,0,3,0,3,0,0,6
6051,Odisha,GANJAM,2009,3,0,0,0,0,1,18,60,0,0,21,1,82
6052,Odisha,JAGATSINGHPUR,2009,0,0,0,0,0,0,0,0,0,65,0,0,65
6053,Odisha,JAJPUR,2009,0,0,0,0,0,0,0,43,0,0,0,0,43
6054,Odisha,JHARSUGUDA,2009,0,0,0,0,0,0,6,0,0,7,6,0,13
6055,Odisha,KALAHANDI,2009,0,1,1,0,0,2,13,0,0,12,15,2,29
6056,Odisha,KANDHAMAL,2009,0,0,0,0,0,0,2,9,0,0,2,0,11
6057,Odisha,KENDRAPARA,2009,0,1,0,0,0,0,35,36,0,0,36,0,72
6058,Odisha,KEONJHAR,2009,0,0,0,0,0,0,0,0,0,29,0,0,29
6059,Odisha,KHURDA,2009,0,3,4,0,0,2,0,34,0,25,7,2,68
6060,Odisha,KORAPUT,2009,0,0,0,0,0,0,7,0,0,4,7,0,11
6061,Odisha,MALKANGIR,2009,0,0,1,0,0,0,2,7,0,4,3,0,14
6062,Odisha,MAYURBHANJ,2009,1,0,0,0,0,0,0,0,0,12,1,0,13
6063,Odisha,NAYAGARH,2009,0,1,0,0,1,1,37,40,0,0,38,2,80
6064,Odisha,NOWRANGPUR,2009,11,18,10,1,4,1,6,10,0,55,45,6,116
6065,Odisha,NUAPADA,2009,1,5,1,0,3,0,17,7,0,52,24,3,86
6066,Odisha,PURI,2009,0,6,1,0,1,3,59,81,0,11,66,4,162
6067,Odisha,RAYAGADA,2009,1,0,0,0,0,0,0,7,0,2,1,0,10
6068,Odisha,ROURKELA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6069,Odisha,SAMBALPUR,2009,0,1,1,0,0,0,7,19,0,10,9,0,38
6070,Odisha,SONEPUR,2009,0,2,0,0,0,0,5,19,0,4,7,0,30
6071,Odisha,SRP(CUTTACK),2009,0,0,0,0,0,0,0,1,0,1,0,0,2
6072,Odisha,SRP(ROURKELA),2009,0,0,0,0,0,0,0,0,0,1,0,0,1
6073,Odisha,SUNDARGARH,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,Punjab,AMRITSAR,2009,0,1,0,0,0,0,0,3,0,0,1,0,4
6075,Punjab,AMRITSAR RURAL,2009,0,0,0,0,0,0,1,0,0,1,1,0,2
6076,Punjab,BARNALA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,Punjab,BATALA,2009,0,0,0,0,0,0,0,1,0,1,0,0,2
6078,Punjab,BHATINDA,2009,0,1,0,0,0,0,0,5,0,0,1,0,6
6079,Punjab,FARIDKOT,2009,0,0,0,0,0,0,0,1,0,0,0,0,1
6080,Punjab,FATEHGARH SAHIB,2009,1,0,0,0,0,0,0,0,0,1,1,0,2
6081,Punjab,FEROZPUR,2009,0,0,0,0,0,0,0,3,0,2,0,0,5
6082,Punjab,G.R.P,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,Punjab,GURDASPUR,2009,0,2,0,0,0,0,1,3,0,2,3,0,8
6084,Punjab,HOSHIARPUR,2009,0,0,1,0,0,0,3,5,0,1,4,0,10
6085,Punjab,JALANDHAR,2009,0,1,0,0,0,0,5,7,0,0,6,0,13
6086,Punjab,KAPURTHALA,2009,0,0,0,0,0,0,0,3,0,0,0,0,3
6087,Punjab,KHANNA,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
6088,Punjab,LUDHIANA,2009,0,0,0,0,0,0,0,5,0,0,0,0,5
6089,Punjab,LUDHIANA RURAL,2009,0,0,0,0,0,0,0,7,0,0,0,0,7
6090,Punjab,MANSA,2009,0,0,0,0,0,0,0,2,0,0,0,0,2
6091,Punjab,MOGA,2009,2,3,1,0,0,0,2,0,0,1,8,0,9
6092,Punjab,MUKTSAR,2009,0,1,0,0,0,0,0,1,0,0,1,0,2
6093,Punjab,PATIALA,2009,0,1,0,0,0,0,0,2,0,0,1,0,3
6094,Punjab,ROPAR,2009,0,1,0,0,0,0,0,1,0,0,1,0,2
6095,Punjab,SANGRUR,2009,0,0,0,0,0,0,0,7,0,0,0,0,7
6096,Punjab,SAS NGR,2009,0,0,0,0,0,0,0,3,0,0,0,0,3
6097,Punjab,SBS NAGAR,2009,0,0,0,0,0,0,0,6,0,0,0,0,6
6098,Punjab,TARN TARAN,2009,0,0,0,0,0,0,0,4,0,0,0,0,4
6099,Rajasthan,AJMER,2009,3,2,0,0,0,0,6,7,0,118,11,0,136
6100,Rajasthan,ALWAR,2009,8,8,0,0,0,9,4,10,0,378,20,9,417
6101,Rajasthan,BANSWARA,2009,0,2,0,0,0,0,4,0,0,2,6,0,8
6102,Rajasthan,BARAN,2009,2,4,4,0,0,0,4,4,0,84,14,0,102
6103,Rajasthan,BARMER,2009,3,5,0,0,0,0,0,1,0,152,8,0,161
6104,Rajasthan,BHARATPUR,2009,5,13,0,0,0,5,7,2,0,441,25,5,473
6105,Rajasthan,BHILWARA,2009,1,5,0,0,0,2,0,13,0,130,6,2,151
6106,Rajasthan,BIKANER,2009,2,4,0,0,0,3,7,4,0,171,13,3,191
6107,Rajasthan,BUNDI,2009,0,4,1,0,0,0,11,2,0,51,16,0,69
6108,Rajasthan,CHITTORGARH,2009,1,4,0,0,0,2,0,1,0,85,5,2,93
6109,Rajasthan,CHURU,2009,3,4,3,0,0,0,112,0,0,31,122,0,153
6110,Rajasthan,DAUSA,2009,0,3,0,0,0,0,0,3,0,114,3,0,120
6111,Rajasthan,DHOLPUR,2009,2,5,2,0,0,0,85,1,0,90,94,0,185
6112,Rajasthan,DUNGARPUR,2009,0,0,0,0,0,0,0,0,0,3,0,0,3
6113,Rajasthan,G.R.P.,2009,0,0,0,0,0,0,0,4,0,0,0,0,4
6114,Rajasthan,GANGANAGAR,2009,6,15,7,0,0,0,26,3,0,266,54,0,323
6115,Rajasthan,HANUMANGARH,2009,2,10,5,0,0,0,7,2,0,206,24,0,232
6116,Rajasthan,JAIPUR EAST,2009,1,2,0,0,0,0,0,2,0,54,3,0,59
6117,Rajasthan,JAIPUR NORTH,2009,0,0,0,0,0,0,0,0,0,34,0,0,34
6118,Rajasthan,JAIPUR RURAL,2009,3,6,0,0,0,4,3,2,0,179,12,4,197
6119,Rajasthan,JAIPUR SOUTH,2009,2,0,0,0,0,0,0,3,0,46,2,0,51
6120,Rajasthan,JAISALMER,2009,0,0,0,0,0,0,0,0,0,41,0,0,41
6121,Rajasthan,JALORE,2009,1,1,0,0,0,0,0,5,0,85,2,0,92
